"","tripduration","starttime","stoptime","start.station.id","start.station.name","start.station.latitude","start.station.longitude","end.station.id","end.station.name","end.station.latitude","end.station.longitude","bikeid","usertype","birth.year","gender","season","DATE","STATION","NAME","PRCP","SNOW","SNWD","TMAX","TMIN"
"2556",475,"2019-07-01 19:15:15.5420","2019-07-01 19:23:10.9530","3527","5 Ave & E 126 St",40.80698,-73.941747,"3494","E 115 St & Lexington Ave",40.797911,-73.9423,20547,"Subscriber",2000,1,"summer","2019-07-01","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,29.4,18.3
"2557",286,"2019-07-25 09:15:43.7410","2019-07-25 09:20:30.4550","450","W 49 St & 8 Ave",40.76227205,-73.98788205,"3443","W 52 St & 6 Ave",40.7613298312481,-73.9798200130463,15762,"Subscriber",1996,1,"summer","2019-07-25","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,28.9,21.1
"2558",1383,"2019-07-03 21:04:47.9090","2019-07-03 21:27:51.7910","3041","Kingston Ave & Herkimer St",40.67890679,-73.94142771,"420","Clermont Ave & Lafayette Ave",40.68764484,-73.96968902,21115,"Customer",1992,2,"summer","2019-07-03","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,30.6,23.9
"2559",393,"2019-07-11 06:48:51.2730","2019-07-11 06:55:24.7450","379","W 31 St & 7 Ave",40.749156,-73.9916,"519","Pershing Square North",40.751873,-73.977706,39201,"Subscriber",1975,1,"summer","2019-07-11","USW00094728","NY CITY CENTRAL PARK, NY US",20.1,0,0,30.6,22.8
"2560",930,"2019-07-01 18:46:42.1750","2019-07-01 19:02:12.7960","476","E 31 St & 3 Ave",40.74394314,-73.97966069,"293","Lafayette St & E 8 St",40.7302066052995,-73.9910262823105,15125,"Subscriber",1996,1,"summer","2019-07-01","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,29.4,18.3
"2561",2462,"2019-07-12 19:59:52.4310","2019-07-12 20:40:55.1000","3437","Riverside Dr & W 91 St",40.7931348098666,-73.9770036935806,"3178","Riverside Dr & W 78 St",40.78414472,-73.98362492,25144,"Customer",1969,0,"summer","2019-07-12","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,30.6,22.2
"2562",1222,"2019-07-01 20:46:26.0590","2019-07-01 21:06:48.7820","435","W 21 St & 6 Ave",40.74173969,-73.99415556,"3783","Cliff St & Fulton St",40.70838,-74.00495,26979,"Subscriber",1992,1,"summer","2019-07-01","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,29.4,18.3
"2563",796,"2019-07-31 20:32:40.8640","2019-07-31 20:45:57.0900","353","S Portland Ave & Hanson Pl",40.68539567,-73.97431458,"3579","Sterling Pl & Bedford Ave",40.672695,-73.954131,30544,"Subscriber",1987,2,"summer","2019-07-31","USW00094728","NY CITY CENTRAL PARK, NY US",9.1,0,0,30.6,21.1
"2564",718,"2019-07-20 14:00:08.9970","2019-07-20 14:12:07.2860","3409","Bergen St & Smith St",40.6867443,-73.99063168,"3346","Berkeley Pl & 7 Ave",40.6751468387098,-73.9752320945263,30643,"Customer",1989,1,"summer","2019-07-20","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,35,27.8
"2565",357,"2019-07-01 17:02:17.9480","2019-07-01 17:08:15.0440","358","Christopher St & Greenwich St",40.73291553,-74.00711384,"3467","W Broadway & Spring Street",40.7249467235942,-74.0016585588455,27325,"Subscriber",1980,1,"summer","2019-07-01","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,29.4,18.3
"2566",3009,"2019-07-30 22:58:25.6910","2019-07-30 23:48:35.2880","331","Pike St & Monroe St",40.71173107,-73.99193043,"3160","Central Park West & W 76 St",40.77896784,-73.97374737,38358,"Subscriber",1981,1,"summer","2019-07-30","USW00094728","NY CITY CENTRAL PARK, NY US",0.3,0,0,33.3,25.6
"2567",523,"2019-07-27 18:55:22.5700","2019-07-27 19:04:06.0750","403","E 2 St & 2 Ave",40.72502876,-73.99069656,"325","E 19 St & 3 Ave",40.73624527,-73.98473765,18659,"Subscriber",1992,2,"summer","2019-07-27","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,29.4,22.2
"2568",458,"2019-07-06 18:28:03.6840","2019-07-06 18:35:41.9390","3041","Kingston Ave & Herkimer St",40.67890679,-73.94142771,"3053","Marcy Ave & Lafayette Ave",40.6900815,-73.947915,38430,"Subscriber",1994,2,"summer","2019-07-06","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,32.2,24.4
"2569",64,"2019-07-30 19:20:41.7660","2019-07-30 19:21:45.9230","236","St Marks Pl & 2 Ave",40.7284186,-73.98713956,"236","St Marks Pl & 2 Ave",40.7284186,-73.98713956,22574,"Subscriber",1998,1,"summer","2019-07-30","USW00094728","NY CITY CENTRAL PARK, NY US",0.3,0,0,33.3,25.6
"2570",360,"2019-07-03 16:52:57.3570","2019-07-03 16:58:57.9030","516","E 47 St & 1 Ave",40.75206862,-73.96784384,"517","Pershing Square South",40.751581,-73.97791,39920,"Customer",1979,1,"summer","2019-07-03","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,30.6,23.9
"2571",488,"2019-07-02 07:47:52.3890","2019-07-02 07:56:00.7510","3711","E 13 St & Avenue A",40.7296672939298,-73.9806796610355,"402","Broadway & E 22 St",40.7403432,-73.98955109,18827,"Subscriber",1991,1,"summer","2019-07-02","USW00094728","NY CITY CENTRAL PARK, NY US",0.5,0,0,29.4,21.7
"2572",297,"2019-07-22 08:52:49.8690","2019-07-22 08:57:47.2290","3707","Lexington Ave & E 26 St",40.741459,-73.983293,"442","W 27 St & 7 Ave",40.746647,-73.993915,19982,"Subscriber",1989,1,"summer","2019-07-22","USW00094728","NY CITY CENTRAL PARK, NY US",42.2,0,0,32.2,22.2
"2573",194,"2019-07-16 11:02:24.5530","2019-07-16 11:05:39.5020","387","Centre St & Chambers St",40.71273266,-74.0046073,"3783","Cliff St & Fulton St",40.70838,-74.00495,33213,"Subscriber",1952,1,"summer","2019-07-16","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,32.8,22.2
"2574",861,"2019-07-26 12:06:24.6760","2019-07-26 12:20:46.6080","249","Harrison St & Hudson St",40.71870987,-74.0090009,"3708","W 13 St & 5 Ave",40.735445,-73.99431,26530,"Subscriber",1968,1,"summer","2019-07-26","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,31.1,20.6
"2575",354,"2019-07-10 19:06:09.8660","2019-07-10 19:12:04.8530","3171","Amsterdam Ave & W 82 St",40.78524672,-73.97667321,"3301","Columbus Ave & W 95 St",40.7919557,-73.968087,33404,"Subscriber",1993,1,"summer","2019-07-10","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,31.1,23.3
"2576",442,"2019-07-24 17:11:09.4440","2019-07-24 17:18:31.7200","508","W 46 St & 11 Ave",40.76341379,-73.99667444,"525","W 34 St & 11 Ave",40.75594159,-74.0021163,19082,"Subscriber",1988,2,"summer","2019-07-24","USW00094728","NY CITY CENTRAL PARK, NY US",0.5,0,0,28.3,19.4
"2577",666,"2019-07-16 17:27:28.8400","2019-07-16 17:38:35.6330","434","9 Ave & W 18 St",40.74317449,-74.00366443,"3256","Pier 40 - Hudson River Park",40.7277140777778,-74.011295735836,19675,"Subscriber",1992,1,"summer","2019-07-16","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,32.8,22.2
"2578",177,"2019-07-26 20:24:29.2000","2019-07-26 20:27:26.3050","402","Broadway & E 22 St",40.7403432,-73.98955109,"435","W 21 St & 6 Ave",40.74173969,-73.99415556,31191,"Subscriber",1966,1,"summer","2019-07-26","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,31.1,20.6
"2579",1358,"2019-07-16 21:03:00.3420","2019-07-16 21:25:38.9790","3173","Riverside Blvd & W 67 St",40.777507027548,-73.9888858795166,"3256","Pier 40 - Hudson River Park",40.7277140777778,-74.011295735836,39804,"Subscriber",1989,2,"summer","2019-07-16","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,32.8,22.2
"2580",401,"2019-07-16 09:03:04.9120","2019-07-16 09:09:45.9660","173","Broadway & W 49 St",40.7606832709659,-73.9845272898674,"2017","E 43 St & 2 Ave",40.75022392,-73.97121414,30366,"Subscriber",1992,1,"summer","2019-07-16","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,32.8,22.2
"2581",2437,"2019-07-06 07:02:03.7340","2019-07-06 07:42:41.4440","446","W 24 St & 7 Ave",40.74487634,-73.99529885,"446","W 24 St & 7 Ave",40.74487634,-73.99529885,19281,"Subscriber",1959,1,"summer","2019-07-06","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,32.2,24.4
"2582",2566,"2019-07-06 14:42:48.4390","2019-07-06 15:25:35.3300","3143","5 Ave & E 78 St",40.7763214218227,-73.9642739295959,"3165","Central Park West & W 72 St",40.7757937668367,-73.9762057363987,28716,"Customer",1993,0,"summer","2019-07-06","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,32.2,24.4
"2583",69745,"2019-07-25 21:33:02.6530","2019-07-26 16:55:27.9590","3242","Schermerhorn St & Court St",40.6910292567797,-73.991833627224,"3329","Degraw St & Smith St",40.6829151,-73.99318208,28094,"Customer",1985,1,"summer","2019-07-25","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,28.9,21.1
"2584",2334,"2019-07-19 19:56:07.3550","2019-07-19 20:35:01.7610","295","Pike St & E Broadway",40.71406667,-73.99293911,"267","Broadway & W 36 St",40.75097711,-73.98765428,39454,"Customer",1992,2,"summer","2019-07-19","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,32.8,21.7
"2585",142,"2019-07-26 17:47:52.5090","2019-07-26 17:50:15.3750","3344","Pioneer St & Van Brunt St",40.679043,-74.011169,"3676","Van Brunt St & Van Dyke St",40.6758329439129,-74.0147262811661,20564,"Subscriber",1958,1,"summer","2019-07-26","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,31.1,20.6
"2586",302,"2019-07-24 18:46:13.8910","2019-07-24 18:51:16.1640","3263","Cooper Square & Astor Pl",40.7295149622495,-73.990752696991,"312","Allen St & Stanton St",40.722055,-73.989111,21256,"Subscriber",1992,1,"summer","2019-07-24","USW00094728","NY CITY CENTRAL PARK, NY US",0.5,0,0,28.3,19.4
"2587",182,"2019-07-12 09:08:23.9610","2019-07-12 09:11:26.8480","164","E 47 St & 2 Ave",40.75323098,-73.97032517,"2017","E 43 St & 2 Ave",40.75022392,-73.97121414,38066,"Subscriber",1994,1,"summer","2019-07-12","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,30.6,22.2
"2588",257,"2019-07-17 13:27:19.9060","2019-07-17 13:31:37.6420","2021","W 45 St & 8 Ave",40.75929124,-73.98859651,"478","11 Ave & W 41 St",40.76030096,-73.99884222,38055,"Subscriber",1982,1,"summer","2019-07-17","USW00094728","NY CITY CENTRAL PARK, NY US",46.2,0,0,33.9,22.8
"2589",291,"2019-07-16 12:20:33.9620","2019-07-16 12:25:25.6580","335","Washington Pl & Broadway",40.72903917,-73.99404649,"403","E 2 St & 2 Ave",40.72502876,-73.99069656,38777,"Subscriber",1961,1,"summer","2019-07-16","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,32.8,22.2
"2590",533,"2019-07-07 14:01:49.3030","2019-07-07 14:10:42.3680","3521","Lenox Ave & W 111 St",40.7987859,-73.9523,"3390","E 109 St & 3 Ave",40.79329668,-73.9432083,38143,"Customer",1969,0,"summer","2019-07-07","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,30,22.2
"2591",386,"2019-07-19 12:58:22.7380","2019-07-19 13:04:49.2240","505","6 Ave & W 33 St",40.74901271,-73.98848395,"529","W 42 St & 8 Ave",40.7575699,-73.99098507,39728,"Subscriber",1983,1,"summer","2019-07-19","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,32.8,21.7
"2592",827,"2019-07-01 13:42:56.3470","2019-07-01 13:56:43.7960","3346","Berkeley Pl & 7 Ave",40.6751468387098,-73.9752320945263,"399","Lafayette Ave & St James Pl",40.68851534,-73.9647628,33869,"Subscriber",1968,2,"summer","2019-07-01","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,29.4,18.3
"2593",874,"2019-07-27 09:35:25.9360","2019-07-27 09:50:00.6990","275","Washington Ave & Greene Ave",40.68650065,-73.96563307,"321","Cadman Plaza E & Red Cross Pl",40.69991755,-73.98971773,33089,"Subscriber",1974,1,"summer","2019-07-27","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,29.4,22.2
"2594",978,"2019-07-02 13:29:45.8240","2019-07-02 13:46:04.5450","3725","2 Ave & E 72 St",40.7687620293096,-73.9584079384804,"305","E 58 St & 3 Ave",40.76095756,-73.96724467,33840,"Customer",1988,1,"summer","2019-07-02","USW00094728","NY CITY CENTRAL PARK, NY US",0.5,0,0,29.4,21.7
"2595",625,"2019-07-01 08:03:48.3360","2019-07-01 08:14:14.1210","3151","E 81 St & York Ave",40.7728384,-73.94989233,"3134","3 Ave & E 62 St",40.76312584,-73.96526895,33716,"Subscriber",1981,1,"summer","2019-07-01","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,29.4,18.3
"2596",1076,"2019-07-06 15:40:17.6620","2019-07-06 15:58:14.2820","495","W 47 St & 10 Ave",40.76269882,-73.99301222,"3172","W 74 St & Columbus Ave",40.7785669,-73.97754961,39606,"Subscriber",1983,2,"summer","2019-07-06","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,32.2,24.4
"2597",958,"2019-07-24 14:09:51.1850","2019-07-24 14:25:49.4390","358","Christopher St & Greenwich St",40.73291553,-74.00711384,"280","E 10 St & 5 Ave",40.73331967,-73.99510132,30522,"Customer",1996,2,"summer","2019-07-24","USW00094728","NY CITY CENTRAL PARK, NY US",0.5,0,0,28.3,19.4
"2598",471,"2019-07-20 10:29:31.7880","2019-07-20 10:37:23.5030","492","W 33 St & 7 Ave",40.75019995,-73.99093085,"359","E 47 St & Park Ave",40.75510267,-73.97498696,29403,"Subscriber",1993,1,"summer","2019-07-20","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,35,27.8
"2599",1143,"2019-07-07 15:41:07.8490","2019-07-07 16:00:11.4900","3676","Van Brunt St & Van Dyke St",40.6758329439129,-74.0147262811661,"3335","Union St & 4 Ave",40.6772744,-73.98282002,30757,"Customer",1969,0,"summer","2019-07-07","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,30,22.2
"2600",1043,"2019-07-19 08:52:04.2360","2019-07-19 09:09:27.8060","358","Christopher St & Greenwich St",40.73291553,-74.00711384,"427","Bus Slip & State St",40.701907,-74.013942,31541,"Subscriber",1986,1,"summer","2019-07-19","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,32.8,21.7
"2601",866,"2019-07-04 15:29:57.9960","2019-07-04 15:44:24.6400","477","W 41 St & 8 Ave",40.75640548,-73.9900262,"528","2 Ave & E 31 St",40.74290902,-73.97706058,28750,"Subscriber",1988,1,"summer","2019-07-04","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,32.2,23.3
"2602",177,"2019-07-10 14:00:26.0660","2019-07-10 14:03:23.4000","3592","Crescent St & Broadway",40.7633589,-73.9286471,"3593","31 St & Broadway",40.761584,-73.925921,18823,"Subscriber",1994,1,"summer","2019-07-10","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,31.1,23.3
"2603",737,"2019-07-08 18:41:11.7300","2019-07-08 18:53:29.2450","3308","Kane St & Clinton St",40.6861758,-73.99645295,"217","Old Fulton St",40.70277159,-73.99383605,33885,"Customer",1961,1,"summer","2019-07-08","USW00094728","NY CITY CENTRAL PARK, NY US",1,0,0,25.6,20
"2604",425,"2019-07-12 19:44:46.1650","2019-07-12 19:51:51.6390","3440","Fulton St & Adams St",40.6924182925785,-73.989494740963,"2000","Front St & Washington St",40.70255088,-73.98940236,32865,"Subscriber",1977,2,"summer","2019-07-12","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,30.6,22.2
"2605",414,"2019-07-12 00:12:22.5540","2019-07-12 00:19:16.9940","237","E 11 St & 2 Ave",40.73047309,-73.98672378,"302","Avenue D & E 3 St",40.72082834,-73.97793172,39353,"Subscriber",1946,2,"summer","2019-07-12","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,30.6,22.2
"2606",1663,"2019-07-27 19:27:30.3690","2019-07-27 19:55:14.3540","3362","Madison Ave & E 82 St",40.7781314,-73.96069399,"3137","5 Ave & E 73 St",40.77282817,-73.96685276,17412,"Customer",1994,2,"summer","2019-07-27","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,29.4,22.2
"2607",898,"2019-07-21 13:23:21.0010","2019-07-21 13:38:19.8610","368","Carmine St & 6 Ave",40.73038599,-74.00214988,"327","Vesey Pl & River Terrace",40.7153379,-74.01658354,38420,"Customer",1992,2,"summer","2019-07-21","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,35,26.7
"2608",444,"2019-07-22 12:53:56.0850","2019-07-22 13:01:20.9440","327","Vesey Pl & River Terrace",40.7153379,-74.01658354,"376","John St & William St",40.70862144,-74.00722156,34186,"Subscriber",1995,1,"summer","2019-07-22","USW00094728","NY CITY CENTRAL PARK, NY US",42.2,0,0,32.2,22.2
"2609",422,"2019-07-23 21:22:06.2740","2019-07-23 21:29:08.3030","312","Allen St & Stanton St",40.722055,-73.989111,"438","St Marks Pl & 1 Ave",40.72779126,-73.98564945,38508,"Subscriber",1960,2,"summer","2019-07-23","USW00094728","NY CITY CENTRAL PARK, NY US",13.5,0,0,23.3,19.4
"2610",572,"2019-07-30 19:26:24.6140","2019-07-30 19:35:57.0870","3146","E 81 St & 3 Ave",40.77573034,-73.9567526,"281","Grand Army Plaza & Central Park S",40.7643971,-73.97371465,26747,"Subscriber",1991,1,"summer","2019-07-30","USW00094728","NY CITY CENTRAL PARK, NY US",0.3,0,0,33.3,25.6
"2611",426,"2019-07-11 12:31:11.4620","2019-07-11 12:38:17.6810","496","E 16 St & 5 Ave",40.73726186,-73.99238967,"3711","E 13 St & Avenue A",40.7296672939298,-73.9806796610355,19338,"Subscriber",1966,2,"summer","2019-07-11","USW00094728","NY CITY CENTRAL PARK, NY US",20.1,0,0,30.6,22.8
"2612",378,"2019-07-02 09:21:41.5640","2019-07-02 09:28:00.4700","3708","W 13 St & 5 Ave",40.735445,-73.99431,"3260","Mercer St & Bleecker St",40.7270636334831,-73.9966213703155,17203,"Subscriber",1971,1,"summer","2019-07-02","USW00094728","NY CITY CENTRAL PARK, NY US",0.5,0,0,29.4,21.7
"2613",239,"2019-07-18 05:21:10.5890","2019-07-18 05:25:09.6810","309","Murray St & West St",40.7149787,-74.013012,"3002","South End Ave & Liberty St",40.711512,-74.015756,28181,"Subscriber",1986,1,"summer","2019-07-18","USW00094728","NY CITY CENTRAL PARK, NY US",13,0,0,26.1,21.7
"2614",2059,"2019-07-03 18:58:59.8700","2019-07-03 19:33:19.5580","3435","Grand St & Elizabeth St",40.718822,-73.99596,"540","Lexington Ave & E 29 St",40.7431155537649,-73.9821535348892,34297,"Subscriber",1967,2,"summer","2019-07-03","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,30.6,23.9
"2615",780,"2019-07-16 15:01:29.6530","2019-07-16 15:14:29.8490","293","Lafayette St & E 8 St",40.7302066052995,-73.9910262823105,"466","W 25 St & 6 Ave",40.74395411,-73.99144871,39830,"Subscriber",1962,2,"summer","2019-07-16","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,32.8,22.2
"2616",1626,"2019-07-02 18:01:40.7020","2019-07-02 18:28:47.3390","474","5 Ave & E 29 St",40.7451677,-73.98683077,"3175","W 70 St & Amsterdam Ave",40.77748046,-73.98288594,39608,"Subscriber",1989,1,"summer","2019-07-02","USW00094728","NY CITY CENTRAL PARK, NY US",0.5,0,0,29.4,21.7
"2617",493,"2019-07-04 20:38:12.3840","2019-07-04 20:46:25.7140","3106","Driggs Ave & N Henry St",40.72325,-73.94308,"3456","Jackson St & Leonard St",40.7163803197356,-73.9482128620148,39504,"Subscriber",1963,1,"summer","2019-07-04","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,32.2,23.3
"2618",990,"2019-07-15 06:38:03.1980","2019-07-15 06:54:33.8430","3427","Lafayette St & Jersey St",40.7243052725033,-73.9960098266602,"315","South St & Gouverneur Ln",40.70355377,-74.00670227,31947,"Subscriber",1957,0,"summer","2019-07-15","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,29.4,20
"2619",1148,"2019-07-02 17:36:02.3320","2019-07-02 17:55:10.4130","3641","Broadway & W 25 St",40.7428687731211,-73.9891862869263,"402","Broadway & E 22 St",40.7403432,-73.98955109,33383,"Subscriber",1973,1,"summer","2019-07-02","USW00094728","NY CITY CENTRAL PARK, NY US",0.5,0,0,29.4,21.7
"2620",366,"2019-07-24 18:31:15.8010","2019-07-24 18:37:22.7480","459","W 20 St & 11 Ave",40.746745,-74.007756,"334","W 20 St & 7 Ave",40.74238787,-73.99726235,21215,"Subscriber",1994,1,"summer","2019-07-24","USW00094728","NY CITY CENTRAL PARK, NY US",0.5,0,0,28.3,19.4
"2621",1341,"2019-07-09 20:35:02.6160","2019-07-09 20:57:23.7600","3117","Franklin St & Dupont St",40.73564,-73.95866,"3726","Center Blvd & 51 Ave",40.7433660802702,-73.95960688591,21362,"Customer",2002,1,"summer","2019-07-09","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,30.6,20.6
"2622",1627,"2019-07-01 05:35:34.8310","2019-07-01 06:02:42.2150","529","W 42 St & 8 Ave",40.7575699,-73.99098507,"2008","Little West St & 1 Pl",40.70569254,-74.01677685,33043,"Subscriber",1963,1,"summer","2019-07-01","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,29.4,18.3
"2623",1915,"2019-07-04 14:54:21.4390","2019-07-04 15:26:16.8870","3165","Central Park West & W 72 St",40.7757937668367,-73.9762057363987,"3292","5 Ave & E 93 St",40.7857851,-73.957481,39238,"Customer",1969,0,"summer","2019-07-04","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,32.2,23.3
"2624",900,"2019-07-29 08:43:38.0850","2019-07-29 08:58:38.6260","368","Carmine St & 6 Ave",40.73038599,-74.00214988,"363","West Thames St",40.70834698,-74.01713445,39239,"Subscriber",1981,1,"summer","2019-07-29","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,32.2,22.8
"2625",403,"2019-07-16 14:18:59.9200","2019-07-16 14:25:43.8860","3686","Gansevoort St & Hudson St",40.739448201304,-74.0050703287125,"446","W 24 St & 7 Ave",40.74487634,-73.99529885,38333,"Subscriber",1954,1,"summer","2019-07-16","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,32.8,22.2
"2626",1198,"2019-07-17 18:20:58.2180","2019-07-17 18:40:56.2340","426","West St & Chambers St",40.71754834,-74.01322069,"448","W 37 St & 10 Ave",40.75660359,-73.9979009,25445,"Subscriber",1986,1,"summer","2019-07-17","USW00094728","NY CITY CENTRAL PARK, NY US",46.2,0,0,33.9,22.8
"2627",330,"2019-07-14 06:09:21.2690","2019-07-14 06:14:51.9550","519","Pershing Square North",40.751873,-73.977706,"523","W 38 St & 8 Ave",40.75466591,-73.99138152,30380,"Subscriber",1973,2,"summer","2019-07-14","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,31.7,24.4
"2628",359,"2019-07-29 13:27:01.4540","2019-07-29 13:33:00.8810","3641","Broadway & W 25 St",40.7428687731211,-73.9891862869263,"485","W 37 St & 5 Ave",40.75038009,-73.98338988,26798,"Subscriber",1988,1,"summer","2019-07-29","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,32.2,22.8
"2629",1330,"2019-07-26 19:43:56.6220","2019-07-26 20:06:07.5790","3107","Bedford Ave & Nassau Ave",40.72311651,-73.95212324,"3777","Stockholm St & Wilson Ave",40.699304,-73.923044,38354,"Subscriber",1978,1,"summer","2019-07-26","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,31.1,20.6
"2630",265,"2019-07-09 07:47:55.2270","2019-07-09 07:52:20.5270","3108","Nassau Ave & Russell St",40.72557,-73.94434,"3100","Nassau Ave & Newell St",40.7248125644002,-73.947526216507,30630,"Subscriber",1963,1,"summer","2019-07-09","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,30.6,20.6
"2631",981,"2019-07-25 15:21:01.1140","2019-07-25 15:37:22.6520","310","State St & Smith St",40.68926942,-73.98912867,"3599","Franklin Ave & Empire Blvd",40.66314,-73.9605695,26090,"Subscriber",1985,1,"summer","2019-07-25","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,28.9,21.1
"2632",423,"2019-07-29 11:53:45.5930","2019-07-29 12:00:48.9330","461","E 20 St & 2 Ave",40.73587678,-73.98205027,"540","Lexington Ave & E 29 St",40.7431155537649,-73.9821535348892,25379,"Subscriber",1979,1,"summer","2019-07-29","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,32.2,22.8
"2633",187,"2019-07-17 13:41:11.8370","2019-07-17 13:44:19.4360","285","Broadway & E 14 St",40.73454567,-73.99074142,"3263","Cooper Square & Astor Pl",40.7295149622495,-73.990752696991,25524,"Subscriber",1972,1,"summer","2019-07-17","USW00094728","NY CITY CENTRAL PARK, NY US",46.2,0,0,33.9,22.8
"2634",352,"2019-07-01 20:16:40.2660","2019-07-01 20:22:33.0630","3093","N 6 St & Bedford Ave",40.71745169,-73.95850939,"3016","Kent Ave & N 7 St",40.7203677529846,-73.9616507291794,39695,"Subscriber",1993,2,"summer","2019-07-01","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,29.4,18.3
"2635",1017,"2019-07-31 19:35:08.6240","2019-07-31 19:52:06.5530","386","Centre St & Worth St",40.71494807,-74.00234482,"363","West Thames St",40.70834698,-74.01713445,29964,"Customer",1969,0,"summer","2019-07-31","USW00094728","NY CITY CENTRAL PARK, NY US",9.1,0,0,30.6,21.1
"2636",353,"2019-07-19 14:02:02.1550","2019-07-19 14:07:55.1970","485","W 37 St & 5 Ave",40.75038009,-73.98338988,"492","W 33 St & 7 Ave",40.75019995,-73.99093085,35334,"Subscriber",1988,2,"summer","2019-07-19","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,32.8,21.7
"2637",273,"2019-07-13 16:23:46.2570","2019-07-13 16:28:19.9620","3171","Amsterdam Ave & W 82 St",40.78524672,-73.97667321,"3175","W 70 St & Amsterdam Ave",40.77748046,-73.98288594,28317,"Subscriber",1991,1,"summer","2019-07-13","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,29.4,21.1
"2638",1411,"2019-07-26 14:35:28.3830","2019-07-26 14:58:59.9530","3244","University Pl & E 8 St",40.7314372408523,-73.9949034154415,"3244","University Pl & E 8 St",40.7314372408523,-73.9949034154415,34168,"Subscriber",1953,1,"summer","2019-07-26","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,31.1,20.6
"2639",1452,"2019-07-09 07:58:30.2090","2019-07-09 08:22:42.2190","501","FDR Drive & E 35 St",40.744219,-73.97121214,"337","Old Slip & Front St",40.7037992,-74.00838676,27848,"Subscriber",1980,1,"summer","2019-07-09","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,30.6,20.6
"2640",255,"2019-07-19 16:06:31.6290","2019-07-19 16:10:46.7380","539","Metropolitan Ave & Bedford Ave",40.71534825,-73.96024116,"3092","Berry St & N 8 St",40.7190095,-73.95852515,33896,"Subscriber",1971,1,"summer","2019-07-19","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,32.8,21.7
